Comment,MLTD
assert train_size == (64*64*3) + self.num_pose_vars + 1 + self.num_options; #KDK TODO,No
TODO(ahundt) it seems set_trainable_layers in grasp_model.py has a bug?,No
TODO(rishabhagarwal): Hack for loading a model trained on cloud machine.,No
TODO(tfish): Improve handling of known linear constraints between,Yes
TODO: this creates a problem for pretrained vecs; as Guillaume noted,Yes
"\""\""\"" || Implementation of \""Training RNNs as Fast as CNNs\"". || TODO: turn to pytorch's implementation when it is available. ||  || This implementation is adpoted from the author of the paper: || https:\/\/github.com\/taolei87\/sru\/blob\/master\/cuda_functional.py. || \""\""\""",No
TODO: Edge case? Currently this is handled by flooring the number of training\/testing samples,Yes
train_writer.add_summary(summary; step)  # todo tf2: delete following to clean up after TF2,No
todo: tf2 to be removed #train_helper;,No
tf.train.AdagradDAOptimizer  todo appears tf.keras.optimizers does not support,No
tf.train.MomentumOptimizer  todo appears tf.keras.optimizers does not support,No
tf.train.ProximalGradientDescentOptimizer todo appears tf.keras.optimizers does not support,No
tf.train.ProximalAdagradOptimizer todo appears tf.keras.optimizers does not support,No
train_sampler;  # todo: tf2 to be removed #train_helper;,Yes
TODO: use `constraint_to` inside `pyro.param(...)` when available,Yes
TODO consider returing constrained,Yes
TODO implement constraints.sphere or similar,Yes
TODO: change corr_cholesky_constraint to corr_cholesky when the latter is availabler,Yes
TODO: just a hack for now; but eventually opcode will be different in i_mvm and i_train,Yes
TODO output training time,Yes
TODO: do we have to re-compute batch size here so it'll work w\/ both validation and training?,Yes
TODO: this'll throw an error when using training data tho...,Yes
if not isinstance(optimizer; tf.train.Optimizer): #TODO uh this fails,No
TODO: ygao20130130 relax constraint by comment out following; see if it is ok,No
# TODO: train and benchmark against Parsey,No
TODO: Split training data into validation,Yes
TODO: Train on harmony and style,Yes
FIXME: Training hyperparameters,Yes
TODO: MaxPool constraints,Yes
TODO: the y_train should be given us externally; so far we create it as random values,Yes
"\""\""\""TODO: Docstring for setup_training.",No
token_ids = [torch.LongTensor(self.spm.SampleEncodeAsIds(sentence.to_original_text(); self.length; self.alpha[self.training])) for sentence in sentences]  # TODO: expose these params; we want this to be random in training; but fixed in inference,Yes
TODO how do we validate this happens before train\/test split? Or do we need to? Can we implement it in the,Yes
TODO      simple trainer in the correct order and leave this to advanced users?,Yes
TODO how do we validate this happens before train\/test split? Or do we need to? Can we implement it in the,No
TODO      simple trainer in the correct order and leave this to advanced users?,No
Pete Todo: separate train\/val?,No
TODO: code for training; experience replay; storing data to a database,No
TODO merge it with train_wd.py,Yes
TODO: maybe we should log the indices of episodes used to train ?,No
FIXME: don't retrain if there was only one fold,Yes
TODO(rbharath): This training is currently broken w.r.t minibatches! Fix.,Yes
"FIXME: Signature of \""train_valid_test_split\"" incompatible with supertype \""Splitter\""",Yes
TODO: training not yet supported,Yes
TODO Is there a better way to differentiate between train and test points?,Yes
TODO: determine how to use quick methods that require train and test data.,Yes
TODO: move this into Trainer class,Yes
TODO: in pyannote.audio.train.model,No
@TODO: better solution with train\/inference handling ?,No
@TODO: add registry for algorithms; trainers; samplers,Yes
@TODO: better solution with train\/inference handling ?,Yes
todo: should implement different training steps,Yes
dep_constraints = bdb.sql TODO,No
TODO: Save params\/results ? or already inside training args ?,Yes
TODO JRK: test GAT with non-exhaustive CV (eg. train on 80%; test on 10%),Yes
TODO (pradeep): Make the distinction between the two kinds of trainers in the way they,Yes
TODO: distributed training and 16-bits training (FP16),No
logging.info('Pre-training on 1 sample.')   # TODO Confirm if needed,No
FIXME This makes bind_trainer in register_callback reduntant;,Yes
TODO implement function to load a pretrained unet,Yes
TODO: revise kwarg trilist in method constrain_mask_to_landmarks;,Yes
TODO: repeated code from Builder. Should builder and Trainer have a,Yes
TODO: include this into the NMT training part,Yes
sample_probability = (20 + self.epoch_index) \/ self.config_args['num_epochs']  # TODO: include this into the NMT training part,Yes
logging.info('Pre-training on 1 sample.')   # TODO Confirm if needed,Yes
TODO(Yada): Move logic for checkpointing finetuned vs frozen pretrained tasks,Yes
TODO: We don't want diagnostic tasks in train_task_names,Yes
TODO there is probably some elegant way to combine ConstrainedRidge and ConstrainedSVR,Yes
@TODO: remove seed from param. See @TODO in constraints\/chunks,Yes
TODO: Check should trainable=True really be set here,Yes
TODO: make training compatible with full net,Yes
TODO: Refactor the run_train_translate function!,Yes
TODO: Figure out a better way to set train_op_fn and optimizer,Yes
TODO: supports for distributed training and evaluation.,Yes
TODO (T36875783): load pretrained lm to score,No
"\""\""\"" Params: Latin ||  || TODO: Some of these are only used for training. PRAENOMINA for training punkt tokenizer (als ABBREVIATIONS; CALENDAR; MISC) || TODO: The enclitic exceptions (que_exceptions and below) can all be deleted ||  || \""\""\""",Yes
TODO pretrain\u7684embedding\u662F\u600E\u4E48\u89E3\u51B3\u7684\uFF1F,No
TODO add pretrain urls,Yes
TODO why in the training we have this and here is flat without the if ?,Yes
"\""\""\""Script to train highres3dnet model. ||  || The input CSV must have two columns: ||     1. filepaths of features ||     2. filepaths of corresponding labels ||  || TODO || ---- || - Make this script more general. Ideally; one could drop in their model and ||     loss function. || - Move some common methods (eg; i\/o) to dedicated modules. || - Dice coefficient for class 1 (brainmask) is sometimes NaN. || - Input of 1 * 128**3 is too large for 1080ti. This seems to be related to the ||     `input_fn` used. || - Remove pandas as a dependency. Make pure python reader that accepts CSV or ||     TSV as input. || \""\""\""",No
TODO: add `K.in_train_phase`.,Yes
TODO: Presets for training; prediction and evaluation,No
todo: make auto split 80% train; 20% test (make this configurable; also random vs sequential) and save it to disk,Yes
"raise ValueError(\""Model is not persisted; so training must be performed\"") # TODO is this true?",Yes
"\""\""\""A script to randomly move files in a directory to a test; train and || validate folder. ||  || This script is intended to be used on projects where the data is made || up of multiple files e.g. images or email files. ||  || Usage: python3 split_data.py <directory> <file extension> ||  || TODO: Add a flag to sort data into sub-folders based on a prefix for file names || TODO: Make sure reset works for all flags || TODO: Modify script to work on a CSV file. In this case split the CSV file into multiple files under each folder. ||  || \""\""\""",No
"\""\""\"" visualise.py ||  || Visualises the output from training a classifier. ||  || Supports both binary and multi class classifiers. ||  || Use cases: ||  - Visualising the output from training a model ||  - Viewing the output from running batch predictions on a dataset ||  || TODO: Order confusion matrix by most popular class to least popular class || TODO: Output file format in HTML. Always print to the screen. || TODO: Visualisation function should be different from function the output metrics || TODO: Wrap in a Visualiser interface for use in Surround || TODO: Support multiple ground truth and prediction columns || TODO: Add flag to output file with incorrect records. True by default. || TODO: Rename module to visualise_classifier.py ||  || TODO: Add a flag to set probability thresholds || TODO: Add a flag that describes each aspect of the generated report in human readable terminology ||  || \""\""\""",No
TODO:  Needs to be updated to use train loader,Yes
TODO: add additional constraints in the future,Yes
TODO: need to revisit this to be able to plot after training; interactive plotting is messing up,Yes
TODO: give option to mirror train\/target,Yes
TODO maybe it was trained on the whole w2v?,Yes
!! FIXME: tests in trainer.fast and trainer.brillorig are exact duplicates,Yes
TODO(trax): Move to trainer.py. Only here because of t2t_trainer usage.,Yes
TODO: maybe add testStepTrain (and possibly some other tests) from dopamine,No
TODO: batching; send a set of sentences to the train_sentence_sg Cython method. Sum of sentence lengths should not exceed MAX_SENTENCE_LENGTH (probably just import this constant directly from word2vec_inner.pyx).,Yes
TODO: Get spaCy using Thinc's trainer and optimizer,Yes
TODO: verify if n_train is needed,Yes
TODO perhaps k-fold is a better inner CV; which guarantees full use of training set with fewer repeats?,Yes
self.update_temperature(adv_epoch; cfg.ADV_train_epoch)   # TODO: update parents temperature,Yes
self.clas_data.reset(train_s)  # TODO: bug: have to reset,Yes
TODO: optimize this; skip untrainable architecture at the beginning,Yes
TODO: Check why the CUDA version does 3.7291 (train_nrmse32); 0.16 (test_mse32) and 3.42 (test_nrmse32),Yes
todo: if valid set if None; create it as random segment of the shuffled train set,Yes
todo: if valid set is None; create it as random segment of the shuffled train set,Yes
TODO: fix training part...,Yes
todo: check duplicated tests against trainer_checks,Yes
TODO: convert train_percent_check to limit_train_batches,Yes
todo: IDE is complaining; these shall be initialized in the Trainer init at leas as placeholders,Yes
TODO: Move this check to Trainer __init__ or device parser,Yes
TODO: remove bool from Trainer.profiler param in v1.3.0; update profiler_connector.py,Yes
TODO: How to start training in middle of epoch,No
todo: add also `train_dataloader__multiple_sequence`,Yes
todo: consider rename as `is_training`,Yes
"TODO: the old setup is now called \""pre_training\""; where should this hook be called now?",No
TODO: connectors refactor: move callbacks list to connector and do not write Trainer state,Yes
TODO: the rpc plugin should wrap trainer.save_checkpoint,Yes
TODO: is there a better way than accessing trainer through model -> trainer?,No
TODO: check for trainer reference,Yes
TODO: unrolling function in theano; for training,Yes
TODO: per step recurrence function in theano; for training,Yes
TODO: Should id_train be used here?,Yes
TODO also missing: index in AEB space; train_mode,Yes
TODO Fix for training iters; docstring,Yes
TODO Fix for multi-episode training. Won't know where to delete after the first episode.,Yes
TODO set to_train here,Yes
TODO: relax this constraint,Yes
#TODO stop training,Yes
@@TODO: this should come from the trainer class as the current epoch number,Yes
@@TODO: split the sample_folds and label_folds into sizes K-1 and 1 for test and training sets,Yes
TODO: validate_json(train_data; schema),Yes
Load in pretrained weights - TODO test,Yes
TODO: validate that [pretraining] block exists,Yes
TODO: begin_training is not guaranteed to see all data \/ labels ?,Yes
FIXME: replace  with GaussianHMMMAPTrainer code?,Yes
TODO: parallel training using joblib.,Yes
FIXME: sample_weight must be split into training\/validation data,Yes
TODO: define variables 'filenames_train' and 'filenames_test',Yes
TODO: define variables 'y_train' and 'y_test',Yes
TODO: define a variable named 'X_train',Yes
TODO: define variables X_train; X_test; y_train; y_test by splitting the data,Yes
TODO request that classifiers return classification of training sets when fitting,Yes
todo this won't work correctly when test_size > train_size,Yes
todo: run eval in parallel (i.e. at the same time as training?),Yes
todo: add flag to toggle loss comp in validation? (add to trainer config maybe?),Yes
TODO: add pretrained param to toggle loading weights from imagenet before applying task?,Yes
TODO: 1. use better training parameters. 2. use consistant activation functions; 3. consider how to do this for hierarchical case,Yes
TODO: change activation default to relu and implement weight constraint,Yes
test #TODO: implement complementary testing to training set selection,Yes
TODO: make sure we arent falling for any https:\/\/medium.com\/@utk.is.here\/keep-calm-and-train-a-gan-pitfalls-and-tips-on-training-generative-adversarial-networks-edd529764aa9,Yes
"\""\""\"" || ======================== || Variables (``variable``) || ======================== ||  || Data instances in Orange can contain several types of variables: || :ref:`discrete <discrete>`; :ref:`continuous <continuous>`; || :ref:`strings <string>`; and :ref:`Python <Python>` and types derived from it. || The latter represent arbitrary Python objects. || The names; types; values (where applicable); functions for computing the || variable value from values of other variables; and other properties of the || variables are stored in descriptor classes defined in this module. ||  || Variable descriptors || -------------------- ||  || Variable descriptors can be constructed either directly; using  || constructors and passing attributes as parameters; or by a  || factory function :func:`Orange.data.variable.make`; which either  || retrieves an existing descriptor or constructs a new one. ||  || .. class:: Variable ||  ||     An abstract base class for variable descriptors. ||  ||     .. attribute:: name ||  ||         The name of the variable. Variable names do not need to be unique since two ||         variables are considered the same only if they have the same descriptor ||         (e.g. even multiple variables in the same table can have the same name). ||         This should; however; be avoided since it may result in unpredictable ||         behavior. ||      ||     .. attribute:: var_type ||         ||         Variable type; it can be Orange.data.Type.Discrete; ||         Orange.data.Type.Continuous; Orange.data.Type.String or ||         Orange.data.Type.Other.   ||  ||     .. attribute:: get_value_from ||  ||         A function (an instance of :obj:`Orange.classification.Classifier`) which computes ||         a value of the variable from values of one or more other variables. This ||         is used; for instance; in discretization where the variables describing ||         the discretized variable are computed from the original variable.  ||  ||     .. attribute:: ordered ||      ||         A flag telling whether the values of a discrete variable are ordered. At ||         the moment; no built-in method treats ordinal variables differently than ||         nominal ones. ||      ||     .. attribute:: distributed ||      ||         A flag telling whether the values of the variables are distributions. ||         As for the flag ordered; no methods treat such variables in any special ||         manner. ||      ||     .. attribute:: random_generator ||      ||         A local random number generator used by method ||         :obj:`Variable.random_value`. ||      ||     .. attribute:: default_meta_id ||      ||         A proposed (but not guaranteed) meta id to be used for that variable. ||         This is used; for instance; by the data loader for tab-delimited file ||         format instead of assigning an arbitrary new value; or by ||         :obj:`Orange.data.new_meta_id` if the variable is passed as an argument.  ||          ||     .. attribute:: attributes ||          ||         A dictionary which allows the user to store additional information ||         about the variable. All values should be strings. See the section  ||         about :ref:`storing additional information <attributes>`. ||  ||     .. method:: __call__(obj) ||      ||            Convert a string; number; or other suitable object into a variable ||            value. ||             ||            :param obj: An object to be converted into a variable value ||            :type o: any suitable ||            :rtype: :class:`Orange.data.Value` ||         ||     .. method:: randomvalue() ||  ||            Return a random value for the variable. ||         ||            :rtype: :class:`Orange.data.Value` ||         ||     .. method:: compute_value(inst) ||  ||            Compute the value of the variable given the instance by calling ||            obj:`~Variable.get_value_from` through a mechanism that prevents deadlocks by ||            circular calls. ||  ||            :rtype: :class:`Orange.data.Value` ||  || .. _discrete: || .. class:: Discrete ||  ||     Bases: :class:`Variable` ||     ||     Descriptor for discrete variables. ||      ||     .. attribute:: values ||      ||         A list with symbolic names for variables' values. Values are stored as ||         indices referring to this list. Therefore; modifying this list  ||         instantly changes the (symbolic) names of values as they are printed out or ||         referred to by user. ||      ||         .. note:: ||          ||             The size of the list is also used to indicate the number of ||             possible values for this variable. Changing the size - especially ||             shrinking the list - can have disastrous effects and is therefore not ||             really recommended. Also; do not add values to the list by ||             calling its append or extend method: call the :obj:`add_value` ||             method instead. ||  ||             It is also assumed that this attribute is always defined (but can ||             be empty); so never set it to None. ||      ||     .. attribute:: base_value ||  ||             Stores the base value for the variable as an index in `values`. ||             This can be; for instance; a \""normal\"" value; such as \""no ||             complications\"" as opposed to abnormal \""low blood pressure\"". The ||             base value is used by certain statistics; continuization etc. ||             potentially; learning algorithms. The default is -1 which means that ||             there is no base value. ||      ||     .. method:: add_value ||      ||             Add a value to values. Always call this function instead of ||             appending to values. ||  || .. _continuous: || .. class:: Continuous ||  ||     Bases: :class:`Variable` ||  ||     Descriptor for continuous variables. ||      ||     .. attribute:: number_of_decimals ||      ||         The number of decimals used when the value is printed out; converted to ||         a string or saved to a file. ||      ||     .. attribute:: scientific_format ||      ||         If ``True``; the value is printed in scientific format whenever it ||         would have more than 5 digits. In this case; :obj:`number_of_decimals` is ||         ignored. ||  ||     .. attribute:: adjust_decimals ||      ||         Tells Orange to monitor the number of decimals when the value is ||         converted from a string (when the values are read from a file or ||         converted by; e.g. ``inst[0]=\""3.14\""``):  ||         0: the number of decimals is not adjusted automatically; ||         1: the number of decimals is (and has already) been adjusted; ||         2: automatic adjustment is enabled; but no values have been converted yet. ||  ||         By default; adjustment of the number of decimals goes as follows: ||      ||         If the variable was constructed when data was read from a file; it will  ||         be printed with the same number of decimals as the largest number of  ||         decimals encountered in the file. If scientific notation occurs in the  ||         file; :obj:`scientific_format` will be set to ``True`` and scientific format  ||         will be used for values too large or too small.  ||      ||         If the variable is created in a script; it will have; by default; three ||         decimal places. This can be changed either by setting the value ||         from a string (e.g. ``inst[0]=\""3.14\""``; but not ``inst[0]=3.14``) or by ||         manually setting the :obj:`number_of_decimals`. ||  ||     .. attribute:: start_value; end_value; step_value ||      ||         The range used for :obj:`randomvalue`. ||  || .. _String: || .. class:: String ||  ||     Bases: :class:`Variable` ||  ||     Descriptor for variables that contain strings. No method can use them for  ||     learning; some will complain and others will silently ignore them when they  ||     encounter them. They can be; however; useful for meta-attributes; if  ||     instances in a dataset have unique IDs; the most efficient way to store them  ||     is to read them as meta-attributes. In general; never use discrete  ||     attributes with many (say; more than 50) values. Such attributes are  ||     probably not of any use for learning and should be stored as string ||     attributes. ||  ||     When converting strings into values and back; empty strings are treated  ||     differently than usual. For other types; an empty string can be used to ||     denote undefined values; while :obj:`String` will take empty strings ||     as empty strings -- except when loading or saving into file. ||     Empty strings in files are interpreted as undefined; to specify an empty ||     string; enclose the string in double quotes; these are removed when the ||     string is loaded. ||  || .. _Python: || .. class:: Python ||  ||     Bases: :class:`Variable` ||  ||     Base class for descriptors defined in Python. It is fully functional ||     and can be used as a descriptor for attributes that contain arbitrary Python ||     values. Since this is an advanced topic; PythonVariables are described on a  ||     separate page. !!TODO!! ||      ||      || Variables computed from other variables || --------------------------------------- ||  || Values of variables are often computed from other variables; such as in || discretization. The mechanism described below usually functions behind the scenes; || so understanding it is required only for implementing specific transformations. ||  || Monk 1 is a well-known dataset with target concept ``y := a==b or e==1``. || It can help the learning algorithm if the four-valued attribute ``e`` is || replaced with a binary attribute having values `\""1\""` and `\""not 1\""`. The || new variable will be computed from the old one on the fly.  ||  || .. literalinclude:: code\/variable-get_value_from.py ||     :lines: 7-17 ||      || The new variable is named ``e2``; we define it with a descriptor of type  || :obj:`Discrete`; with appropriate name and values ``\""not 1\""`` and ``1`` (we  || chose this order so that the ``not 1``'s index is ``0``; which can be; if  || needed; interpreted as ``False``). Finally; we tell e2 to use  || ``checkE`` to compute its value when needed; by assigning ``checkE`` to  || ``e2.get_value_from``.  ||  || ``checkE`` is a function that is passed an instance and another argument we  || do not care about here. If the instance's ``e`` equals ``1``; the function  || returns value ``1``; otherwise it returns ``not 1``. Both are returned as  || values; not plain strings. ||  || In most circumstances the value of ``e2`` can be computed on the fly - we can  || pretend that the variable exists in the data; although it does not (but  || can be computed from it). For instance; we can compute the information gain of || variable ``e2`` or its distribution without actually constructing data containing || the new variable. ||  || .. literalinclude:: code\/variable-get_value_from.py ||     :lines: 19-22 ||  || There are methods which cannot compute values on the fly because it would be || too complex or time consuming. In such cases; the data need to be converted || to a new :obj:`Orange.data.Table`:: ||  ||     new_domain = Orange.data.Domain([data.domain[\""a\""]; data.domain[\""b\""]; e2; data.domain.class_var]) ||     new_data = Orange.data.Table(new_domain; data)  ||  || Automatic computation is useful when the data is split into training and  || testing examples. Training instances can be modified by adding; removing  || and transforming variables (in a typical setup; continuous variables  || are discretized prior to learning; therefore the original variables are  || replaced by new ones). Test instances; on the other hand; are left as they  || are. When they are classified; the classifier automatically converts the  || testing instances into the new domain; which includes recomputation of  || transformed variables.  ||  || .. literalinclude:: code\/variable-get_value_from.py ||     :lines: 24- ||  || .. _attributes: ||  || Storing additional variables || ----------------------------- ||  || All variables have a field :obj:`~Variable.attributes`; a dictionary || which can contain strings. Although the current implementation allows all || types of value we strongly advise to use only strings. An example: ||  || .. literalinclude:: code\/attributes.py ||  || These attributes can only be saved to a .tab file. They are listed in the || third line in <name>=<value> format; after other attribute specifications || (such as \""meta\"" or \""class\""); and are separated by spaces.  ||  || .. _variable_descriptor_reuse: ||  || Reuse of descriptors || -------------------- ||  || There are situations when variable descriptors need to be reused. Typically; the  || user loads some training examples; trains a classifier; and then loads a separate || test set. For the classifier to recognize the variables in the second data set; || the descriptors; not just the names; need to be the same.  ||  || When constructing new descriptors for data read from a file or during unpickling; || Orange checks whether an appropriate descriptor (with the same name and; in case || of discrete variables; also values) already exists and reuses it. When new || descriptors are constructed by explicitly calling the above constructors; this || always creates new descriptors and thus new variables; although a variable with || the same name may already exist. ||  || The search for an existing variable is based on four attributes: the variable's name; || type; ordered values; and unordered values. As for the latter two; the values can  || be explicitly ordered by the user; e.g. in the second line of the tab-delimited  || file. For instance; sizes can be ordered as small; medium; or big. ||  || The search for existing variables can end with one of the following statuses. ||  || .. data:: Orange.data.variable.MakeStatus.NotFound (4) ||  ||     The variable with that name and type does not exist.  ||  || .. data:: Orange.data.variable.MakeStatus.Incompatible (3) ||  ||     There are variables with matching name and type; but their ||     values are incompatible with the prescribed ordered values. For example; ||     if the existing variable already has values [\""a\""; \""b\""] and the new one ||     wants [\""b\""; \""a\""]; the old variable cannot be reused. The existing list can; ||     however be appended with the new values; so searching for [\""a\""; \""b\""; \""c\""] would ||     succeed. Likewise a search for [\""a\""] would be successful; since the extra existing value ||     does not matter. The formal rule is thus that the values are compatible iff ``existing_values[:len(ordered_values)] == ordered_values[:len(existing_values)]``. ||  || .. data:: Orange.data.variable.MakeStatus.NoRecognizedValues (2) ||  ||     There is a matching variable; yet it has none of the values that the new ||     variable will have (this is obviously possible only if the new variable has ||     no prescribed ordered values). For instance; we search for a variable ||     \""sex\"" with values \""male\"" and \""female\""; while there is a variable of the same  ||     name with values \""M\"" and \""F\"" (or; well; \""no\"" and \""yes\"" :). Reuse of this  ||     variable is possible; though this should probably be a new variable since it  ||     obviously comes from a different data set. If we do decide to reuse the variable; the  ||     old variable will get some unneeded new values and the new one will inherit  ||     some from the old. ||  || .. data:: Orange.data.variable.MakeStatus.MissingValues (1) ||  ||     There is a matching variable with some of the values that the new one  ||     requires; but some values are missing. This situation is neither uncommon  ||     nor suspicious: in case of separate training and testing data sets there may ||     be values which occur in one set but not in the other. ||  || .. data:: Orange.data.variable.MakeStatus.OK (0) ||  ||     There is a perfect match which contains all the prescribed values in the ||     correct order. The existing variable may have some extra values; though. ||  || Continuous variables can obviously have only two statuses;  || :obj:`~Orange.data.variable.MakeStatus.NotFound` or :obj:`~Orange.data.variable.MakeStatus.OK`. ||  || When loading the data using :obj:`Orange.data.Table`; Orange takes the safest  || approach and; by default; reuses everything that is compatible up to  || and including :obj:`~Orange.data.variable.MakeStatus.NoRecognizedValues`. Unintended reuse would be obvious from the || variable having too many values; which the user can notice and fix. More on that  || in the page on `loading data`. !!TODO!! ||  || There are two functions for reusing the variables instead of creating new ones. ||  || .. function:: Orange.data.variable.make(name; type; ordered_values; unordered_values[; create_new_on]) ||  ||     Find and return an existing variable or create a new one if none of the existing ||     variables matches the given name; type and values. ||      ||     The optional `create_new_on` specifies the status at which a new variable is ||     created. The status must be at most :obj:`~Orange.data.variable.MakeStatus.Incompatible` since incompatible (or ||     non-existing) variables cannot be reused. If it is set lower; for instance  ||     to :obj:`~Orange.data.variable.MakeStatus.MissingValues`; a new variable is created even if there exists ||     a variable which is only missing the same values. If set to :obj:`~Orange.data.variable.MakeStatus.OK`; the function ||     always creates a new variable. ||      ||     The function returns a tuple containing a variable descriptor and the ||     status of the best matching variable. So; if ``create_new_on`` is set to ||     :obj:`~Orange.data.variable.MakeStatus.MissingValues`; and there exists a variable whose status is; say; ||     :obj:`~Orange.data.variable.MakeStatus.NoRecognizedValues`; a variable would be created; while the second  ||     element of the tuple would contain :obj:`~Orange.data.variable.MakeStatus.NoRecognizedValues`. If; on the other ||     hand; there exists a variable which is perfectly OK; its descriptor is  ||     returned and the returned status is :obj:`~Orange.data.variable.MakeStatus.OK`. The function returns no  ||     indicator whether the returned variable is reused or not. This can be; ||     however; read from the status code: if it is smaller than the specified ||     ``create_new_on``; the variable is reused; otherwise a new descriptor has been constructed. ||  ||     The exception to the rule is when ``create_new_on`` is OK. In this case; the  ||     function does not search through the existing variables and cannot know the  ||     status; so the returned status in this case is always :obj:`~Orange.data.variable.MakeStatus.OK`. ||  ||     :param name: Variable name ||     :param type: Variable type ||     :type type: Orange.data.variable.Type ||     :param ordered_values: a list of ordered values ||     :param unordered_values: a list of values; for which the order does not ||         matter ||     :param create_new_on: gives the condition for constructing a new variable instead ||         of using the new one ||      ||     :return_type: a tuple (:class:`Orange.data.variable.Variable`; int) ||      || .. function:: Orange.data.variable.retrieve(name; type; ordered_values; onordered_values[; create_new_on]) ||  ||     Find and return an existing variable; or :obj:`None` if no match is found. ||      ||     :param name: variable name. ||     :param type: variable type. ||     :type type: Orange.data.variable.Type ||     :param ordered_values: a list of ordered values ||     :param unordered_values: a list of values; for which the order does not ||         matter ||     :param create_new_on: gives the condition for constructing a new variable instead ||         of using the new one ||  ||     :return_type: :class:`Orange.data.variable.Variable` ||      || These following examples (from :download:`variable-reuse.py <code\/variable-reuse.py>`) give the shown results if || executed only once (in a Python session) and in this order. ||  || :func:`Orange.data.variable.make` can be used for the construction of new variables. :: ||      ||     >>> v1; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; [\""a\""; \""b\""]) ||     >>> print s; v1.values ||     4 <a; b> ||  || No surprises here: a new variable is created and the status is :obj:`~Orange.data.variable.MakeStatus.NotFound`. :: ||  ||     >>> v2; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; [\""a\""]; [\""c\""]) ||     >>> print s; v2 is v1; v1.values ||     1 True <a; b; c> ||  || The status is 1 (:obj:`~Orange.data.variable.MakeStatus.MissingValues`); yet the variable is reused (``v2 is v1``). || ``v1`` gets a new value; ``\""c\""``; which was given as an unordered value. It does || not matter that the new variable does not need the value ``b``. :: ||  ||     >>> v3; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; [\""a\""; \""b\""; \""c\""; \""d\""]) ||     >>> print s; v3 is v1; v1.values ||     1 True <a; b; c; d> ||  || This is like before; except that the new value; ``d`` is not among the || ordered values. :: ||  ||     >>> v4; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; [\""b\""]) ||     >>> print s; v4 is v1; v1.values; v4.values ||     3; False; <b>; <a; b; c; d> ||  || The new variable needs to have ``b`` as the first value; so it is incompatible  || with the existing variables. The status is thus 3 (:obj:`~Orange.data.variable.MakeStatus.Incompatible`); the two  || variables are not equal and have different lists of values. :: ||  ||     >>> v5; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; None; [\""c\""; \""a\""]) ||     >>> print s; v5 is v1; v1.values; v5.values ||     0 True <a; b; c; d> <a; b; c; d> ||  || The new variable has values ``c`` and ``a``; but the order is not important;  || so the existing attribute is :obj:`~Orange.data.variable.MakeStatus.OK`. :: ||  ||     >>> v6; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; None; [\""e\""]) \""a\""]) ||     >>> print s; v6 is v1; v1.values; v6.values ||     2 True <a; b; c; d; e> <a; b; c; d; e> ||  || The new variable has different values than the existing variable (status is 2; || :obj:`~Orange.data.variable.MakeStatus.NoRecognizedValues`); but the existing one is nonetheless reused. Note that we || gave ``e`` in the list of unordered values. If it was among the ordered; the || reuse would fail. :: ||  ||     >>> v7; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; None; ||             [\""f\""]; Orange.data.variable.MakeStatus.NoRecognizedValues))) ||     >>> print s; v7 is v1; v1.values; v7.values ||     2 False <a; b; c; d; e> <f> ||  || This is the same as before; except that we prohibited reuse when there are no || recognized values. Hence a new variable is created; though the returned status is  || the same as before:: ||  ||     >>> v8; s = Orange.data.variable.make(\""a\""; Orange.data.Type.Discrete; ||             [\""a\""; \""b\""; \""c\""; \""d\""; \""e\""]; None; Orange.data.variable.MakeStatus.OK) ||     >>> print s; v8 is v1; v1.values; v8.values ||     0 False <a; b; c; d; e> <a; b; c; d; e> ||  || Finally; this is a perfect match; but any reuse is prohibited; so a new  || variable is created. ||  || \""\""\""",No
TODO: keyboard modifiers and constraints.,No
TODO add test to assure history is written to from trainer,Yes
FIXME: but we need validation data during training (LR annealing),Yes
FIXME: currently we have iterators for training and validation. Both of those,Yes
TODO creation of training data changed,Yes
TODO we reload params again in train do we need it here?,Yes
TODO local: except specific training exception that can occur,Yes
TODO: loss functions and training,Yes
"\""\""\""02. Monodepth2 training on KITTI dataset || ================================================== ||  || TODO\""\""\""",No
TODO this may be a problem when training config is large,Yes
TODO: This is somewhat brittle. Make these constants in trainer.py.,Yes
TODO: Move Trainable autopopulation to a util function,Yes
TODO: Implement autoscaling. If num_workers=-1; the trainer will use as,Yes
TODO(ekl) fix iterator metrics bugs w\/multiple trainers.,Yes
TODO: (sven) if sub_exploration is None; use Trainer's default,No
TODO: implement loopy training case,Yes
"\""emit_constraint_type\"": \""center\""; TODO: enable when adds support for no gt boxes",No
TODO: training and bn_training,No
TODO: find a way to reset the state of Adam so we only need to compile the training function ones,Yes
fixme: check if `configuration.config.train` flag has changed. If so; run define-by-run code.,Yes
FIXME: detect corpus reading errors here (e.g. wrong encoding),Yes
TODO: token encoding scheme where subdirectories,No
FIXME: support sparse encoding,Yes
